tc,call_volume,aht,service_level,art
2022-12-06 22:00:00.000,37,226,80,30
2022-12-06 22:15:00.000,29,227,80,30
2022-12-06 22:30:00.000,30,212.75,80,30
2022-12-06 22:45:00.000,23,237,80,30
2022-12-06 23:00:00.000,22,255.5,80,30
2022-12-06 23:15:00.000,21,237.75,80,30
2022-12-06 23:30:00.000,15,239.25,80,30
2022-12-06 23:45:00.000,14,209.75,80,30
2022-12-07 00:00:00.000,13,233.5,80,30
2022-12-07 00:15:00.000,14,208.75,80,30
2022-12-07 00:30:00.000,11,152.75,80,30
2022-12-07 00:45:00.000,13,212.25,80,30
2022-12-07 01:00:00.000,11,168.75,80,30
2022-12-07 01:15:00.000,14,236.25,80,30
2022-12-07 01:30:00.000,12,186.75,80,30
2022-12-07 01:45:00.000,16,180.5,80,30
2022-12-07 02:00:00.000,14,430.5,80,30
2022-12-07 02:15:00.000,19,183.25,80,30
2022-12-07 02:30:00.000,25,171.5,80,30
2022-12-07 02:45:00.000,28,319,80,30
2022-12-07 03:00:00.000,34,177.75,80,30
2022-12-07 03:15:00.000,36,215.75,80,30
2022-12-07 03:30:00.000,37,198,80,30
2022-12-07 03:45:00.000,44,214.75,80,30
2022-12-07 04:00:00.000,48,199.25,80,30
2022-12-07 04:15:00.000,54,276.5,80,30
2022-12-07 04:30:00.000,58,506,80,30
2022-12-07 04:45:00.000,74,202.5,80,30
2022-12-07 05:00:00.000,71,395.25,80,30
2022-12-07 05:15:00.000,82,220.25,80,30
2022-12-07 05:30:00.000,90,352.5,80,30
2022-12-07 05:45:00.000,103,214,80,30
2022-12-07 06:00:00.000,118,202.25,80,30
2022-12-07 06:15:00.000,120,238.75,80,30
2022-12-07 06:30:00.000,137,202.5,80,30
2022-12-07 06:45:00.000,145,209.5,80,30
2022-12-07 07:00:00.000,161,437,80,30
2022-12-07 07:15:00.000,184,280.75,80,30
2022-12-07 07:30:00.000,195,372.25,80,30
2022-12-07 07:45:00.000,210,214.75,80,30
2022-12-07 08:00:00.000,245,340.25,80,30
2022-12-07 08:15:00.000,274,209.5,80,30
2022-12-07 08:30:00.000,317,210,80,30
2022-12-07 08:45:00.000,356,341.5,80,30
2022-12-07 09:00:00.000,410,412.75,80,30
2022-12-07 09:15:00.000,477,423,80,30
2022-12-07 09:30:00.000,553,420.75,80,30
2022-12-07 09:45:00.000,571,430.25,80,30
2022-12-07 10:00:00.000,595,448,80,30
2022-12-07 10:15:00.000,614,440.5,80,30
2022-12-07 10:30:00.000,639,433.5,80,30
2022-12-07 10:45:00.000,633,427.75,80,30
2022-12-07 11:00:00.000,637,485.5,80,30
2022-12-07 11:15:00.000,630,426.75,80,30
2022-12-07 11:30:00.000,622,473.25,80,30
2022-12-07 11:45:00.000,607,541.5,80,30
2022-12-07 12:00:00.000,605,407.75,80,30
2022-12-07 12:15:00.000,581,498.75,80,30
2022-12-07 12:30:00.000,557,451.25,80,30
2022-12-07 12:45:00.000,553,386.5,80,30
2022-12-07 13:00:00.000,550,386,80,30
2022-12-07 13:15:00.000,553,466.25,80,30
2022-12-07 13:30:00.000,550,413.75,80,30
2022-12-07 13:45:00.000,556,542,80,30
2022-12-07 14:00:00.000,548,522,80,30
2022-12-07 14:15:00.000,549,432,80,30
2022-12-07 14:30:00.000,553,469.5,80,30
2022-12-07 14:45:00.000,535,509.5,80,30
2022-12-07 15:00:00.000,528,456.25,80,30
2022-12-07 15:15:00.000,509,406.75,80,30
2022-12-07 15:30:00.000,514,451.75,80,30
2022-12-07 15:45:00.000,501,452,80,30
2022-12-07 16:00:00.000,475,342,80,30
2022-12-07 16:15:00.000,448,489.25,80,30
2022-12-07 16:30:00.000,419,361.75,80,30
2022-12-07 16:45:00.000,383,433.25,80,30
2022-12-07 17:00:00.000,356,479,80,30
2022-12-07 17:15:00.000,306,350,80,30
2022-12-07 17:30:00.000,286,413.25,80,30
2022-12-07 17:45:00.000,255,430.5,80,30
2022-12-07 18:00:00.000,234,329,80,30
2022-12-07 18:15:00.000,186,304,80,30
2022-12-07 18:30:00.000,169,358,80,30
2022-12-07 18:45:00.000,155,224.5,80,30
2022-12-07 19:00:00.000,144,234.25,80,30
2022-12-07 19:15:00.000,111,227.5,80,30
2022-12-07 19:30:00.000,105,228.5,80,30
2022-12-07 19:45:00.000,97,231.5,80,30
2022-12-07 20:00:00.000,85,234.5,80,30
2022-12-07 20:15:00.000,74,236.25,80,30
2022-12-07 20:30:00.000,66,224,80,30
2022-12-07 20:45:00.000,60,245.25,80,30
2022-12-07 21:00:00.000,57,238,80,30
2022-12-07 21:15:00.000,56,225,80,30
2022-12-07 21:30:00.000,48,476.75,80,30
2022-12-07 21:45:00.000,41,249.5,80,30
2022-12-07 22:00:00.000,38,235.5,80,30
2022-12-07 22:15:00.000,36,270.75,80,30
2022-12-07 22:30:00.000,32,238,80,30
2022-12-07 22:45:00.000,22,245,80,30
2022-12-07 23:00:00.000,23,190.75,80,30
2022-12-07 23:15:00.000,18,246,80,30
2022-12-07 23:30:00.000,15,231.75,80,30
2022-12-07 23:45:00.000,14,247.5,80,30
2022-12-08 00:00:00.000,13,203.25,80,30
2022-12-08 00:15:00.000,11,241,80,30
2022-12-08 00:30:00.000,12,210,80,30
2022-12-08 00:45:00.000,8,215,80,30
2022-12-08 01:00:00.000,13,226.75,80,30
2022-12-08 01:15:00.000,9,216,80,30
2022-12-08 01:30:00.000,12,206.5,80,30
2022-12-08 01:45:00.000,17,198.75,80,30
2022-12-08 02:00:00.000,14,195.25,80,30
2022-12-08 02:15:00.000,22,179.25,80,30
2022-12-08 02:30:00.000,23,163.75,80,30
2022-12-08 02:45:00.000,26,177.75,80,30
2022-12-08 03:00:00.000,31,180,80,30
2022-12-08 03:15:00.000,35,187.75,80,30
2022-12-08 03:30:00.000,41,252.75,80,30
2022-12-08 03:45:00.000,39,230.75,80,30
2022-12-08 04:00:00.000,43,200.25,80,30
2022-12-08 04:15:00.000,57,209.75,80,30
2022-12-08 04:30:00.000,57,205.75,80,30
2022-12-08 04:45:00.000,65,359.75,80,30
2022-12-08 05:00:00.000,74,195.75,80,30
2022-12-08 05:15:00.000,77,283,80,30
2022-12-08 05:30:00.000,102,301.5,80,30
2022-12-08 05:45:00.000,101,315.75,80,30
2022-12-08 06:00:00.000,108,409,80,30
2022-12-08 06:15:00.000,114,193.5,80,30
2022-12-08 06:30:00.000,126,192,80,30
2022-12-08 06:45:00.000,131,207.25,80,30
2022-12-08 07:00:00.000,157,411,80,30
2022-12-08 07:15:00.000,188,284,80,30
2022-12-08 07:30:00.000,199,289.5,80,30
2022-12-08 07:45:00.000,221,213,80,30
2022-12-08 08:00:00.000,241,243.25,80,30
2022-12-08 08:15:00.000,274,429.25,80,30
2022-12-08 08:30:00.000,310,363.5,80,30
2022-12-08 08:45:00.000,335,331.75,80,30
2022-12-08 09:00:00.000,394,464.25,80,30
2022-12-08 09:15:00.000,453,366.75,80,30
2022-12-08 09:30:00.000,524,361.5,80,30
2022-12-08 09:45:00.000,542,511.75,80,30
2022-12-08 10:00:00.000,574,457.75,80,30
2022-12-08 10:15:00.000,595,453.25,80,30
2022-12-08 10:30:00.000,632,424.25,80,30
2022-12-08 10:45:00.000,626,456.5,80,30
2022-12-08 11:00:00.000,618,445.25,80,30
2022-12-08 11:15:00.000,610,366.25,80,30
2022-12-08 11:30:00.000,612,415,80,30
2022-12-08 11:45:00.000,594,416.25,80,30
2022-12-08 12:00:00.000,582,419,80,30
2022-12-08 12:15:00.000,576,399,80,30
2022-12-08 12:30:00.000,565,452.75,80,30
2022-12-08 12:45:00.000,547,388,80,30
2022-12-08 13:00:00.000,538,352.75,80,30
2022-12-08 13:15:00.000,535,463.25,80,30
2022-12-08 13:30:00.000,543,491.75,80,30
2022-12-08 13:45:00.000,534,484,80,30
2022-12-08 14:00:00.000,552,485.75,80,30
2022-12-08 14:15:00.000,559,542,80,30
2022-12-08 14:30:00.000,553,469,80,30
2022-12-08 14:45:00.000,526,474,80,30
2022-12-08 15:00:00.000,503,501.75,80,30
2022-12-08 15:15:00.000,494,503.5,80,30
2022-12-08 15:30:00.000,489,531.5,80,30
2022-12-08 15:45:00.000,473,450.25,80,30
2022-12-08 16:00:00.000,441,436.75,80,30
2022-12-08 16:15:00.000,435,473.75,80,30
2022-12-08 16:30:00.000,416,476.75,80,30
2022-12-08 16:45:00.000,384,431.25,80,30
2022-12-08 17:00:00.000,363,435.75,80,30
2022-12-08 17:15:00.000,316,522.75,80,30
2022-12-08 17:30:00.000,277,416,80,30
2022-12-08 17:45:00.000,256,384.25,80,30
2022-12-08 18:00:00.000,238,630.25,80,30
2022-12-08 18:15:00.000,185,590,80,30
2022-12-08 18:30:00.000,158,782,80,30
2022-12-08 18:45:00.000,139,280.25,80,30
2022-12-08 19:00:00.000,128,454,80,30
2022-12-08 19:15:00.000,106,290,80,30
2022-12-08 19:30:00.000,108,381,80,30
2022-12-08 19:45:00.000,87,236,80,30
2022-12-08 20:00:00.000,91,275.25,80,30
2022-12-08 20:15:00.000,70,365,80,30
2022-12-08 20:30:00.000,71,217.25,80,30
2022-12-08 20:45:00.000,54,244.75,80,30
2022-12-08 21:00:00.000,58,240.75,80,30
2022-12-08 21:15:00.000,50,232.25,80,30
2022-12-08 21:30:00.000,44,222.5,80,30
2022-12-08 21:45:00.000,45,196.25,80,30
2022-12-08 22:00:00.000,38,187,80,30
2022-12-08 22:15:00.000,31,192,80,30
2022-12-08 22:30:00.000,25,192.5,80,30
2022-12-08 22:45:00.000,20,198.5,80,30
2022-12-08 23:00:00.000,22,195.5,80,30
2022-12-08 23:15:00.000,17,213.5,80,30
2022-12-08 23:30:00.000,19,271.5,80,30
2022-12-08 23:45:00.000,15,248.25,80,30
2022-12-09 00:00:00.000,10,201,80,30
2022-12-09 00:15:00.000,13,206.75,80,30
2022-12-09 00:30:00.000,12,124.75,80,30
2022-12-09 00:45:00.000,8,171.5,80,30
2022-12-09 01:00:00.000,10,185.75,80,30
2022-12-09 01:15:00.000,13,209.5,80,30
2022-12-09 01:30:00.000,9,208.5,80,30
2022-12-09 01:45:00.000,13,189,80,30
2022-12-09 02:00:00.000,16,186.25,80,30
2022-12-09 02:15:00.000,21,266.75,80,30
2022-12-09 02:30:00.000,21,243.75,80,30
2022-12-09 02:45:00.000,24,251.5,80,30
2022-12-09 03:00:00.000,30,220.25,80,30
2022-12-09 03:15:00.000,35,237,80,30
2022-12-09 03:30:00.000,33,167.25,80,30
2022-12-09 03:45:00.000,41,162,80,30
2022-12-09 04:00:00.000,52,184,80,30
2022-12-09 04:15:00.000,51,251.75,80,30
2022-12-09 04:30:00.000,63,205.5,80,30
2022-12-09 04:45:00.000,60,219.25,80,30
2022-12-09 05:00:00.000,75,296.5,80,30
2022-12-09 05:15:00.000,81,302.75,80,30
2022-12-09 05:30:00.000,93,193.75,80,30
2022-12-09 05:45:00.000,90,321.25,80,30
2022-12-09 06:00:00.000,114,334,80,30
2022-12-09 06:15:00.000,116,204,80,30
2022-12-09 06:30:00.000,127,345.5,80,30
2022-12-09 06:45:00.000,129,452.5,80,30
2022-12-09 07:00:00.000,168,331.75,80,30
2022-12-09 07:15:00.000,188,212.25,80,30
2022-12-09 07:30:00.000,199,570.25,80,30
2022-12-09 07:45:00.000,209,555.25,80,30
2022-12-09 08:00:00.000,253,345.25,80,30
2022-12-09 08:15:00.000,279,307.75,80,30
2022-12-09 08:30:00.000,320,379.5,80,30
2022-12-09 08:45:00.000,370,361,80,30
2022-12-09 09:00:00.000,457,374.75,80,30
2022-12-09 09:15:00.000,488,387.25,80,30
2022-12-09 09:30:00.000,551,458,80,30
2022-12-09 09:45:00.000,567,444.25,80,30
2022-12-09 10:00:00.000,576,501,80,30
2022-12-09 10:15:00.000,597,464.5,80,30
2022-12-09 10:30:00.000,620,419.75,80,30
2022-12-09 10:45:00.000,625,413.25,80,30
2022-12-09 11:00:00.000,618,404,80,30
2022-12-09 11:15:00.000,604,386.75,80,30
2022-12-09 11:30:00.000,586,498,80,30
2022-12-09 11:45:00.000,578,506.75,80,30
2022-12-09 12:00:00.000,582,478.75,80,30
2022-12-09 12:15:00.000,571,476.25,80,30
2022-12-09 12:30:00.000,580,392.25,80,30
2022-12-09 12:45:00.000,555,394,80,30
2022-12-09 13:00:00.000,552,369.5,80,30
2022-12-09 13:15:00.000,559,447.25,80,30
2022-12-09 13:30:00.000,559,415,80,30
2022-12-09 13:45:00.000,558,335.75,80,30
2022-12-09 14:00:00.000,554,370.75,80,30
2022-12-09 14:15:00.000,547,399,80,30
2022-12-09 14:30:00.000,547,435.5,80,30
2022-12-09 14:45:00.000,527,465.75,80,30
2022-12-09 15:00:00.000,540,420,80,30
2022-12-09 15:15:00.000,514,468.5,80,30
2022-12-09 15:30:00.000,496,430,80,30
2022-12-09 15:45:00.000,471,463.25,80,30
2022-12-09 16:00:00.000,462,404.75,80,30
2022-12-09 16:15:00.000,437,341.75,80,30
2022-12-09 16:30:00.000,426,456.5,80,30
2022-12-09 16:45:00.000,384,421.5,80,30
2022-12-09 17:00:00.000,366,458,80,30
2022-12-09 17:15:00.000,305,562.5,80,30
2022-12-09 17:30:00.000,266,423.25,80,30
2022-12-09 17:45:00.000,246,389.5,80,30
2022-12-09 18:00:00.000,221,349.75,80,30
2022-12-09 18:15:00.000,180,226.5,80,30
2022-12-09 18:30:00.000,162,288.75,80,30
2022-12-09 18:45:00.000,139,416.5,80,30
2022-12-09 19:00:00.000,120,233.25,80,30
2022-12-09 19:15:00.000,95,323.75,80,30
2022-12-09 19:30:00.000,89,312.25,80,30
2022-12-09 19:45:00.000,88,246.75,80,30
2022-12-09 20:00:00.000,74,236.75,80,30
2022-12-09 20:15:00.000,64,222.75,80,30
2022-12-09 20:30:00.000,55,232,80,30
2022-12-09 20:45:00.000,56,220.25,80,30
2022-12-09 21:00:00.000,45,244.75,80,30
2022-12-09 21:15:00.000,43,221,80,30
2022-12-09 21:30:00.000,38,231.5,80,30
2022-12-09 21:45:00.000,32,208.75,80,30
2022-12-09 22:00:00.000,34,238.25,80,30
2022-12-09 22:15:00.000,30,225.25,80,30
2022-12-09 22:30:00.000,24,257.75,80,30
2022-12-09 22:45:00.000,17,183,80,30
2022-12-09 23:00:00.000,18,199.25,80,30
2022-12-09 23:15:00.000,16,144.75,80,30
2022-12-09 23:30:00.000,11,340.75,80,30
2022-12-09 23:45:00.000,12,254.5,80,30
2022-12-10 00:00:00.000,8,225.25,80,30
2022-12-10 00:15:00.000,6,175.25,80,30
2022-12-10 00:30:00.000,7,362.75,80,30
2022-12-10 00:45:00.000,6,209.75,80,30
2022-12-10 01:00:00.000,4,210,80,30
2022-12-10 01:15:00.000,4,147.5,80,30
2022-12-10 01:30:00.000,6,182.25,80,30
2022-12-10 01:45:00.000,9,194.25,80,30
2022-12-10 02:00:00.000,8,227.25,80,30
2022-12-10 02:15:00.000,8,184.5,80,30
2022-12-10 02:30:00.000,6,75.5,80,30
2022-12-10 02:45:00.000,10,209.5,80,30
2022-12-10 03:00:00.000,8,173,80,30
2022-12-10 03:15:00.000,11,201.5,80,30
2022-12-10 03:30:00.000,11,181,80,30
2022-12-10 03:45:00.000,12,150,80,30
2022-12-10 04:00:00.000,18,160,80,30
2022-12-10 04:15:00.000,17,151.25,80,30
2022-12-10 04:30:00.000,22,161.25,80,30
2022-12-10 04:45:00.000,17,162.75,80,30
2022-12-10 05:00:00.000,25,193.75,80,30
2022-12-10 05:15:00.000,29,162,80,30
2022-12-10 05:30:00.000,27,158.5,80,30
2022-12-10 05:45:00.000,31,190,80,30
2022-12-10 06:00:00.000,36,183.75,80,30
2022-12-10 06:15:00.000,37,193.5,80,30
2022-12-10 06:30:00.000,38,185,80,30
2022-12-10 06:45:00.000,41,202.5,80,30
2022-12-10 07:00:00.000,43,200.25,80,30
2022-12-10 07:15:00.000,48,189,80,30
2022-12-10 07:30:00.000,53,198.75,80,30
2022-12-10 07:45:00.000,58,317,80,30
2022-12-10 08:00:00.000,71,203,80,30
2022-12-10 08:15:00.000,76,208,80,30
2022-12-10 08:30:00.000,80,209.5,80,30
2022-12-10 08:45:00.000,84,196,80,30
2022-12-10 09:00:00.000,91,206.75,80,30
2022-12-10 09:15:00.000,100,204.25,80,30
2022-12-10 09:30:00.000,114,195.75,80,30
2022-12-10 09:45:00.000,123,213.5,80,30
2022-12-10 10:00:00.000,128,198.25,80,30
2022-12-10 10:15:00.000,134,207,80,30
2022-12-10 10:30:00.000,135,200,80,30
2022-12-10 10:45:00.000,137,221.5,80,30
2022-12-10 11:00:00.000,136,218.5,80,30
2022-12-10 11:15:00.000,138,257.5,80,30
2022-12-10 11:30:00.000,138,209.25,80,30
2022-12-10 11:45:00.000,135,210.25,80,30
2022-12-10 12:00:00.000,132,223.5,80,30
2022-12-10 12:15:00.000,129,210.25,80,30
2022-12-10 12:30:00.000,130,206.75,80,30
2022-12-10 12:45:00.000,122,218.75,80,30
2022-12-10 13:00:00.000,120,196.5,80,30
2022-12-10 13:15:00.000,118,211,80,30
2022-12-10 13:30:00.000,117,204,80,30
2022-12-10 13:45:00.000,106,224.75,80,30
2022-12-10 14:00:00.000,105,219.25,80,30
2022-12-10 14:15:00.000,105,230,80,30
2022-12-10 14:30:00.000,96,220,80,30
2022-12-10 14:45:00.000,96,222,80,30
2022-12-10 15:00:00.000,91,202.75,80,30
2022-12-10 15:15:00.000,92,222,80,30
2022-12-10 15:30:00.000,92,209.75,80,30
2022-12-10 15:45:00.000,89,202.5,80,30
2022-12-10 16:00:00.000,83,188,80,30
2022-12-10 16:15:00.000,81,203.75,80,30
2022-12-10 16:30:00.000,77,212.75,80,30
2022-12-10 16:45:00.000,76,214,80,30
2022-12-10 17:00:00.000,67,200.25,80,30
2022-12-10 17:15:00.000,62,193,80,30
2022-12-10 17:30:00.000,58,209.5,80,30
2022-12-10 17:45:00.000,56,198.75,80,30
2022-12-10 18:00:00.000,51,202,80,30
2022-12-10 18:15:00.000,55,189.75,80,30
2022-12-10 18:30:00.000,52,203,80,30
2022-12-10 18:45:00.000,44,196.25,80,30
2022-12-10 19:00:00.000,42,219.75,80,30
2022-12-10 19:15:00.000,35,189.25,80,30
2022-12-10 19:30:00.000,39,190.25,80,30
2022-12-10 19:45:00.000,33,177.25,80,30
2022-12-10 20:00:00.000,37,195,80,30
2022-12-10 20:15:00.000,29,211.75,80,30
2022-12-10 20:30:00.000,30,231,80,30
2022-12-10 20:45:00.000,26,218,80,30
2022-12-10 21:00:00.000,29,219.5,80,30
2022-12-10 21:15:00.000,23,179,80,30
2022-12-10 21:30:00.000,21,306.25,80,30
2022-12-10 21:45:00.000,17,184.5,80,30
2022-12-10 22:00:00.000,18,160.25,80,30
2022-12-10 22:15:00.000,16,176.25,80,30
2022-12-10 22:30:00.000,15,205.5,80,30
2022-12-10 22:45:00.000,14,175,80,30
2022-12-10 23:00:00.000,10,159,80,30
2022-12-10 23:15:00.000,9,123.75,80,30
2022-12-10 23:30:00.000,9,255,80,30
2022-12-10 23:45:00.000,8,191.5,80,30
2022-12-11 00:00:00.000,7,274.75,80,30
2022-12-11 00:15:00.000,7,246.5,80,30
2022-12-11 00:30:00.000,5,104.75,80,30
2022-12-11 00:45:00.000,6,217.25,80,30
2022-12-11 01:00:00.000,4,97.75,80,30
2022-12-11 01:15:00.000,2,91.5,80,30
2022-12-11 01:30:00.000,6,211.5,80,30
2022-12-11 01:45:00.000,5,101.5,80,30
2022-12-11 02:00:00.000,5,224.75,80,30
2022-12-11 02:15:00.000,6,196.75,80,30
2022-12-11 02:30:00.000,6,308.75,80,30
2022-12-11 02:45:00.000,6,206.75,80,30
2022-12-11 03:00:00.000,6,308.75,80,30
2022-12-11 03:15:00.000,5,167,80,30
2022-12-11 03:30:00.000,6,136.75,80,30
2022-12-11 03:45:00.000,6,158,80,30
2022-12-11 04:00:00.000,7,136.5,80,30
2022-12-11 04:15:00.000,10,137.5,80,30
2022-12-11 04:30:00.000,11,117,80,30
2022-12-11 04:45:00.000,9,148,80,30
2022-12-11 05:00:00.000,15,80.75,80,30
2022-12-11 05:15:00.000,12,135,80,30
2022-12-11 05:30:00.000,14,131.25,80,30
2022-12-11 05:45:00.000,12,142.5,80,30
2022-12-11 06:00:00.000,15,126.75,80,30
2022-12-11 06:15:00.000,20,179,80,30
2022-12-11 06:30:00.000,20,179.75,80,30
2022-12-11 06:45:00.000,22,173.5,80,30
2022-12-11 07:00:00.000,25,164.75,80,30
2022-12-11 07:15:00.000,26,145,80,30
2022-12-11 07:30:00.000,32,178.5,80,30
2022-12-11 07:45:00.000,32,178.5,80,30
2022-12-11 08:00:00.000,37,177.25,80,30
2022-12-11 08:15:00.000,36,184.75,80,30
2022-12-11 08:30:00.000,39,200.25,80,30
2022-12-11 08:45:00.000,43,199,80,30
2022-12-11 09:00:00.000,53,192.5,80,30
2022-12-11 09:15:00.000,56,193.25,80,30
2022-12-11 09:30:00.000,67,188,80,30
2022-12-11 09:45:00.000,61,183.25,80,30
2022-12-11 10:00:00.000,65,178.25,80,30
2022-12-11 10:15:00.000,72,194.5,80,30
2022-12-11 10:30:00.000,72,183.5,80,30
2022-12-11 10:45:00.000,80,188,80,30
2022-12-11 11:00:00.000,77,185,80,30
2022-12-11 11:15:00.000,79,195.25,80,30
2022-12-11 11:30:00.000,83,212.5,80,30
2022-12-11 11:45:00.000,78,194.5,80,30
2022-12-11 12:00:00.000,78,187.5,80,30
2022-12-11 12:15:00.000,76,197,80,30
2022-12-11 12:30:00.000,76,195.5,80,30
2022-12-11 12:45:00.000,75,202.75,80,30
2022-12-11 13:00:00.000,73,219,80,30
2022-12-11 13:15:00.000,72,189.75,80,30
2022-12-11 13:30:00.000,70,194.25,80,30
2022-12-11 13:45:00.000,69,201.75,80,30
2022-12-11 14:00:00.000,68,162,80,30
2022-12-11 14:15:00.000,66,164.75,80,30
2022-12-11 14:30:00.000,67,171.75,80,30
2022-12-11 14:45:00.000,66,195.5,80,30
2022-12-11 15:00:00.000,64,194,80,30
2022-12-11 15:15:00.000,64,230,80,30
2022-12-11 15:30:00.000,58,188.25,80,30
2022-12-11 15:45:00.000,61,204,80,30
2022-12-11 16:00:00.000,56,177,80,30
2022-12-11 16:15:00.000,56,179.25,80,30
2022-12-11 16:30:00.000,57,196,80,30
2022-12-11 16:45:00.000,53,188,80,30
2022-12-11 17:00:00.000,55,184.25,80,30
2022-12-11 17:15:00.000,50,186.5,80,30
2022-12-11 17:30:00.000,50,182,80,30
2022-12-11 17:45:00.000,51,194.25,80,30
2022-12-11 18:00:00.000,46,194.25,80,30
2022-12-11 18:15:00.000,43,182.25,80,30
2022-12-11 18:30:00.000,43,192.5,80,30
2022-12-11 18:45:00.000,44,180.75,80,30
2022-12-11 19:00:00.000,37,177,80,30
2022-12-11 19:15:00.000,36,179.25,80,30
2022-12-11 19:30:00.000,35,203.5,80,30
2022-12-11 19:45:00.000,34,217.5,80,30
2022-12-11 20:00:00.000,33,187.75,80,30
2022-12-11 20:15:00.000,28,204,80,30
2022-12-11 20:30:00.000,28,178.25,80,30
2022-12-11 20:45:00.000,29,175.75,80,30
2022-12-11 21:00:00.000,26,208.25,80,30
2022-12-11 21:15:00.000,24,244.5,80,30
2022-12-11 21:30:00.000,20,257.75,80,30
2022-12-11 21:45:00.000,23,178.5,80,30
2022-12-11 22:00:00.000,18,226,80,30
2022-12-11 22:15:00.000,16,187.5,80,30
2022-12-11 22:30:00.000,15,249,80,30
2022-12-11 22:45:00.000,12,149,80,30
2022-12-11 23:00:00.000,9,158.25,80,30
2022-12-11 23:15:00.000,10,88.75,80,30
2022-12-11 23:30:00.000,7,117.25,80,30
2022-12-11 23:45:00.000,7,192,80,30
2022-12-12 00:00:00.000,8,188.5,80,30
2022-12-12 00:15:00.000,5,104.5,80,30
2022-12-12 00:30:00.000,6,320.75,80,30
2022-12-12 00:45:00.000,9,106,80,30
2022-12-12 01:00:00.000,6,184.25,80,30
2022-12-12 01:15:00.000,10,100.75,80,30
2022-12-12 01:30:00.000,13,210.5,80,30
2022-12-12 01:45:00.000,11,179.25,80,30
2022-12-12 02:00:00.000,14,160.25,80,30
2022-12-12 02:15:00.000,18,226,80,30
2022-12-12 02:30:00.000,22,155.25,80,30
2022-12-12 02:45:00.000,27,208.25,80,30
2022-12-12 03:00:00.000,39,195.5,80,30
2022-12-12 03:15:00.000,33,183.25,80,30
2022-12-12 03:30:00.000,37,199.25,80,30
2022-12-12 03:45:00.000,45,153,80,30
2022-12-12 04:00:00.000,50,172.5,80,30
2022-12-12 04:15:00.000,56,206.25,80,30
2022-12-12 04:30:00.000,59,196.25,80,30
2022-12-12 04:45:00.000,65,193.25,80,30
2022-12-12 05:00:00.000,79,199,80,30
2022-12-12 05:15:00.000,102,197.75,80,30
2022-12-12 05:30:00.000,105,303.25,80,30
2022-12-12 05:45:00.000,121,325.75,80,30
2022-12-12 06:00:00.000,122,204.5,80,30
2022-12-12 06:15:00.000,134,459,80,30
2022-12-12 06:30:00.000,142,271.5,80,30
2022-12-12 06:45:00.000,161,218.5,80,30
2022-12-12 07:00:00.000,171,470.25,80,30
2022-12-12 07:15:00.000,189,394,80,30
2022-12-12 07:30:00.000,227,388,80,30
2022-12-12 07:45:00.000,249,204.5,80,30
2022-12-12 08:00:00.000,273,374,80,30
2022-12-12 08:15:00.000,302,326.25,80,30
2022-12-12 08:30:00.000,344,370.5,80,30
2022-12-12 08:45:00.000,378,324.25,80,30
2022-12-12 09:00:00.000,433,409.5,80,30
2022-12-12 09:15:00.000,516,312.5,80,30
2022-12-12 09:30:00.000,583,425.75,80,30
2022-12-12 09:45:00.000,616,454.75,80,30
2022-12-12 10:00:00.000,640,453.5,80,30
2022-12-12 10:15:00.000,659,405,80,30
2022-12-12 10:30:00.000,669,430.75,80,30
2022-12-12 10:45:00.000,674,409.75,80,30
2022-12-12 11:00:00.000,688,476.25,80,30
2022-12-12 11:15:00.000,688,447,80,30
2022-12-12 11:30:00.000,677,445,80,30
2022-12-12 11:45:00.000,675,382.25,80,30
2022-12-12 12:00:00.000,673,430,80,30
2022-12-12 12:15:00.000,672,443.25,80,30
2022-12-12 12:30:00.000,675,414.25,80,30
2022-12-12 12:45:00.000,674,507.5,80,30
2022-12-12 13:00:00.000,658,437.5,80,30
2022-12-12 13:15:00.000,636,442.75,80,30
2022-12-12 13:30:00.000,631,403,80,30
2022-12-12 13:45:00.000,622,426.75,80,30
2022-12-12 14:00:00.000,619,453.75,80,30
2022-12-12 14:15:00.000,630,405,80,30
2022-12-12 14:30:00.000,641,381.25,80,30
2022-12-12 14:45:00.000,646,447,80,30
2022-12-12 15:00:00.000,630,385.75,80,30
2022-12-12 15:15:00.000,608,405,80,30
2022-12-12 15:30:00.000,592,498.5,80,30
2022-12-12 15:45:00.000,582,543,80,30
2022-12-12 16:00:00.000,551,499.25,80,30
2022-12-12 16:15:00.000,512,561.75,80,30
2022-12-12 16:30:00.000,488,425.5,80,30
2022-12-12 16:45:00.000,453,397.25,80,30
2022-12-12 17:00:00.000,407,418.25,80,30
2022-12-12 17:15:00.000,375,448,80,30
2022-12-12 17:30:00.000,343,339.25,80,30
2022-12-12 17:45:00.000,307,337.75,80,30
2022-12-12 18:00:00.000,284,295.25,80,30
2022-12-12 18:15:00.000,227,444,80,30
2022-12-12 18:30:00.000,193,216.75,80,30
2022-12-12 18:45:00.000,173,440.5,80,30
2022-12-12 19:00:00.000,157,821.25,80,30
2022-12-12 19:15:00.000,129,279.25,80,30
2022-12-12 19:30:00.000,116,267.75,80,30
2022-12-12 19:45:00.000,107,235,80,30
2022-12-12 20:00:00.000,98,219,80,30
2022-12-12 20:15:00.000,88,221.5,80,30
2022-12-12 20:30:00.000,88,208.5,80,30
2022-12-12 20:45:00.000,81,235.5,80,30
