tc,call_volume,aht,service_level,art
2022-12-12 21:00:00.000,73,213,80,30
2022-12-12 21:15:00.000,56,232.75,80,30
2022-12-12 21:30:00.000,59,196.75,80,30
2022-12-12 21:45:00.000,52,215,80,30
2022-12-12 22:00:00.000,49,212.25,80,30
2022-12-12 22:15:00.000,37,221.25,80,30
2022-12-12 22:30:00.000,32,241.75,80,30
2022-12-12 22:45:00.000,32,210.75,80,30
2022-12-12 23:00:00.000,25,246,80,30
2022-12-12 23:15:00.000,24,246.5,80,30
2022-12-12 23:30:00.000,20,263.75,80,30
2022-12-12 23:45:00.000,16,225.5,80,30
2022-12-13 00:00:00.000,15,220,80,30
2022-12-13 00:15:00.000,9,217.5,80,30
2022-12-13 00:30:00.000,13,204.5,80,30
2022-12-13 00:45:00.000,12,192.25,80,30
2022-12-13 01:00:00.000,10,191,80,30
2022-12-13 01:15:00.000,12,174.25,80,30
2022-12-13 01:30:00.000,12,232,80,30
2022-12-13 01:45:00.000,14,232.5,80,30
2022-12-13 02:00:00.000,18,200.5,80,30
2022-12-13 02:15:00.000,24,190,80,30
2022-12-13 02:30:00.000,26,194.75,80,30
2022-12-13 02:45:00.000,28,192.25,80,30
2022-12-13 03:00:00.000,32,172,80,30
2022-12-13 03:15:00.000,38,178.5,80,30
2022-12-13 03:30:00.000,43,207,80,30
2022-12-13 03:45:00.000,46,224.5,80,30
2022-12-13 04:00:00.000,54,205.5,80,30
2022-12-13 04:15:00.000,57,210.75,80,30
2022-12-13 04:30:00.000,62,201.75,80,30
2022-12-13 04:45:00.000,65,213,80,30
2022-12-13 05:00:00.000,76,203.5,80,30
2022-12-13 05:15:00.000,91,209.75,80,30
2022-12-13 05:30:00.000,105,367,80,30
2022-12-13 05:45:00.000,108,210.25,80,30
2022-12-13 06:00:00.000,123,651.5,80,30
2022-12-13 06:15:00.000,130,214,80,30
2022-12-13 06:30:00.000,154,210.25,80,30
2022-12-13 06:45:00.000,155,396,80,30
2022-12-13 07:00:00.000,191,439.5,80,30
2022-12-13 07:15:00.000,200,348.25,80,30
2022-12-13 07:30:00.000,232,214.25,80,30
2022-12-13 07:45:00.000,251,735.75,80,30
2022-12-13 08:00:00.000,286,399.25,80,30
2022-12-13 08:15:00.000,316,368.25,80,30
2022-12-13 08:30:00.000,366,342.75,80,30
2022-12-13 08:45:00.000,409,523.75,80,30
2022-12-13 09:00:00.000,474,395.25,80,30
2022-12-13 09:15:00.000,532,524.5,80,30
2022-12-13 09:30:00.000,624,463,80,30
2022-12-13 09:45:00.000,653,477.5,80,30
2022-12-13 10:00:00.000,672,516.25,80,30
2022-12-13 10:15:00.000,694,487.25,80,30
2022-12-13 10:30:00.000,700,448,80,30
2022-12-13 10:45:00.000,688,430.25,80,30
2022-12-13 11:00:00.000,677,435.75,80,30
2022-12-13 11:15:00.000,685,502,80,30
2022-12-13 11:30:00.000,677,458.5,80,30
2022-12-13 11:45:00.000,648,391,80,30
2022-12-13 12:00:00.000,637,602,80,30
2022-12-13 12:15:00.000,624,485.75,80,30
2022-12-13 12:30:00.000,626,573.5,80,30
2022-12-13 12:45:00.000,614,394.75,80,30
2022-12-13 13:00:00.000,602,368,80,30
2022-12-13 13:15:00.000,591,440.25,80,30
2022-12-13 13:30:00.000,598,403.5,80,30
2022-12-13 13:45:00.000,592,387.5,80,30
2022-12-13 14:00:00.000,600,419.75,80,30
2022-12-13 14:15:00.000,589,470.5,80,30
2022-12-13 14:30:00.000,572,402,80,30
2022-12-13 14:45:00.000,566,489.75,80,30
2022-12-13 15:00:00.000,548,433.5,80,30
2022-12-13 15:15:00.000,540,467.75,80,30
2022-12-13 15:30:00.000,526,443.25,80,30
2022-12-13 15:45:00.000,509,417.5,80,30
2022-12-13 16:00:00.000,477,420.75,80,30
2022-12-13 16:15:00.000,454,397.25,80,30
2022-12-13 16:30:00.000,447,439.25,80,30
2022-12-13 16:45:00.000,406,495.25,80,30
2022-12-13 17:00:00.000,381,363.25,80,30
2022-12-13 17:15:00.000,340,366.25,80,30
2022-12-13 17:30:00.000,306,437.25,80,30
2022-12-13 17:45:00.000,278,347.25,80,30
2022-12-13 18:00:00.000,240,412,80,30
2022-12-13 18:15:00.000,194,337.5,80,30
2022-12-13 18:30:00.000,180,240,80,30
2022-12-13 18:45:00.000,150,505,80,30
2022-12-13 19:00:00.000,141,245.75,80,30
2022-12-13 19:15:00.000,119,208,80,30
2022-12-13 19:30:00.000,109,217,80,30
2022-12-13 19:45:00.000,98,206.25,80,30
2022-12-13 20:00:00.000,92,201.75,80,30
2022-12-13 20:15:00.000,79,193.75,80,30
2022-12-13 20:30:00.000,74,207.25,80,30
2022-12-13 20:45:00.000,67,285.5,80,30
2022-12-13 21:00:00.000,62,200,80,30
2022-12-13 21:15:00.000,54,209,80,30
2022-12-13 21:30:00.000,46,219,80,30
2022-12-13 21:45:00.000,45,202.25,80,30
2022-12-13 22:00:00.000,39,225.5,80,30
2022-12-13 22:15:00.000,31,226.75,80,30
2022-12-13 22:30:00.000,29,212.75,80,30
2022-12-13 22:45:00.000,24,236.25,80,30
2022-12-13 23:00:00.000,24,255.5,80,30
2022-12-13 23:15:00.000,21,237.5,80,30
2022-12-13 23:30:00.000,17,238.75,80,30
2022-12-13 23:45:00.000,14,209.75,80,30
2022-12-14 00:00:00.000,13,233.75,80,30
2022-12-14 00:15:00.000,14,209,80,30
2022-12-14 00:30:00.000,12,153,80,30
2022-12-14 00:45:00.000,13,212.25,80,30
2022-12-14 01:00:00.000,10,169,80,30
2022-12-14 01:15:00.000,15,236.5,80,30
2022-12-14 01:30:00.000,15,187,80,30
2022-12-14 01:45:00.000,15,180.5,80,30
2022-12-14 02:00:00.000,15,430.75,80,30
2022-12-14 02:15:00.000,18,183.5,80,30
2022-12-14 02:30:00.000,27,171.75,80,30
2022-12-14 02:45:00.000,29,319,80,30
2022-12-14 03:00:00.000,35,178,80,30
2022-12-14 03:15:00.000,38,216,80,30
2022-12-14 03:30:00.000,38,198.25,80,30
2022-12-14 03:45:00.000,45,215,80,30
2022-12-14 04:00:00.000,50,199.5,80,30
2022-12-14 04:15:00.000,56,276.75,80,30
2022-12-14 04:30:00.000,59,506.25,80,30
2022-12-14 04:45:00.000,74,202.75,80,30
2022-12-14 05:00:00.000,75,395.25,80,30
2022-12-14 05:15:00.000,86,220.75,80,30
2022-12-14 05:30:00.000,93,352.75,80,30
2022-12-14 05:45:00.000,105,214,80,30
2022-12-14 06:00:00.000,122,202.75,80,30
2022-12-14 06:15:00.000,125,238.75,80,30
2022-12-14 06:30:00.000,141,202.75,80,30
2022-12-14 06:45:00.000,149,209.75,80,30
2022-12-14 07:00:00.000,167,437,80,30
2022-12-14 07:15:00.000,190,281.25,80,30
2022-12-14 07:30:00.000,202,372.25,80,30
2022-12-14 07:45:00.000,217,215,80,30
2022-12-14 08:00:00.000,252,340.75,80,30
2022-12-14 08:15:00.000,285,209.5,80,30
2022-12-14 08:30:00.000,327,210,80,30
2022-12-14 08:45:00.000,368,341.75,80,30
2022-12-14 09:00:00.000,423,413.25,80,30
2022-12-14 09:15:00.000,496,423.25,80,30
2022-12-14 09:30:00.000,569,421,80,30
2022-12-14 09:45:00.000,590,430.5,80,30
2022-12-14 10:00:00.000,614,448.25,80,30
2022-12-14 10:15:00.000,637,440.75,80,30
2022-12-14 10:30:00.000,661,433.75,80,30
2022-12-14 10:45:00.000,653,428,80,30
2022-12-14 11:00:00.000,659,485.75,80,30
2022-12-14 11:15:00.000,651,427,80,30
2022-12-14 11:30:00.000,644,473.5,80,30
2022-12-14 11:45:00.000,625,541.75,80,30
2022-12-14 12:00:00.000,625,408,80,30
2022-12-14 12:15:00.000,602,499,80,30
2022-12-14 12:30:00.000,577,451.25,80,30
2022-12-14 12:45:00.000,572,387,80,30
2022-12-14 13:00:00.000,568,386.25,80,30
2022-12-14 13:15:00.000,572,466.25,80,30
2022-12-14 13:30:00.000,567,413.75,80,30
2022-12-14 13:45:00.000,575,542.75,80,30
2022-12-14 14:00:00.000,569,522.25,80,30
2022-12-14 14:15:00.000,566,432.25,80,30
2022-12-14 14:30:00.000,573,469.75,80,30
2022-12-14 14:45:00.000,553,509.5,80,30
2022-12-14 15:00:00.000,544,456.75,80,30
2022-12-14 15:15:00.000,525,407,80,30
2022-12-14 15:30:00.000,534,451.75,80,30
2022-12-14 15:45:00.000,518,452.5,80,30
2022-12-14 16:00:00.000,489,342,80,30
2022-12-14 16:15:00.000,465,489.75,80,30
2022-12-14 16:30:00.000,433,362.25,80,30
2022-12-14 16:45:00.000,396,433.25,80,30
2022-12-14 17:00:00.000,370,479.25,80,30
2022-12-14 17:15:00.000,314,350.25,80,30
2022-12-14 17:30:00.000,297,413.5,80,30
2022-12-14 17:45:00.000,263,430.75,80,30
2022-12-14 18:00:00.000,242,329.25,80,30
2022-12-14 18:15:00.000,193,304.25,80,30
2022-12-14 18:30:00.000,174,358.25,80,30
2022-12-14 18:45:00.000,160,225,80,30
2022-12-14 19:00:00.000,149,234.25,80,30
2022-12-14 19:15:00.000,115,228,80,30
2022-12-14 19:30:00.000,108,228.5,80,30
2022-12-14 19:45:00.000,102,231.75,80,30
2022-12-14 20:00:00.000,86,235,80,30
2022-12-14 20:15:00.000,77,236.5,80,30
2022-12-14 20:30:00.000,67,224.5,80,30
2022-12-14 20:45:00.000,63,245.25,80,30
2022-12-14 21:00:00.000,59,238.25,80,30
2022-12-14 21:15:00.000,57,225.5,80,30
2022-12-14 21:30:00.000,51,477,80,30
2022-12-14 21:45:00.000,41,249.75,80,30
2022-12-14 22:00:00.000,38,235.5,80,30
2022-12-14 22:15:00.000,40,271.25,80,30
2022-12-14 22:30:00.000,33,238.25,80,30
2022-12-14 22:45:00.000,22,245.25,80,30
2022-12-14 23:00:00.000,24,191,80,30
2022-12-14 23:15:00.000,17,246,80,30
2022-12-14 23:30:00.000,16,232.25,80,30
2022-12-14 23:45:00.000,16,248,80,30
2022-12-15 00:00:00.000,13,203.25,80,30
2022-12-15 00:15:00.000,12,241,80,30
2022-12-15 00:30:00.000,12,210,80,30
2022-12-15 00:45:00.000,8,215,80,30
2022-12-15 01:00:00.000,13,226.75,80,30
2022-12-15 01:15:00.000,9,216,80,30
2022-12-15 01:30:00.000,13,206.5,80,30
2022-12-15 01:45:00.000,18,198.75,80,30
2022-12-15 02:00:00.000,14,195.25,80,30
2022-12-15 02:15:00.000,22,179.25,80,30
2022-12-15 02:30:00.000,24,163.75,80,30
2022-12-15 02:45:00.000,27,177.75,80,30
2022-12-15 03:00:00.000,33,180,80,30
2022-12-15 03:15:00.000,35,187.75,80,30
2022-12-15 03:30:00.000,43,252.75,80,30
2022-12-15 03:45:00.000,40,230.75,80,30
2022-12-15 04:00:00.000,44,200.25,80,30
2022-12-15 04:15:00.000,59,209.75,80,30
2022-12-15 04:30:00.000,59,205.75,80,30
2022-12-15 04:45:00.000,67,359.75,80,30
2022-12-15 05:00:00.000,76,195.75,80,30
2022-12-15 05:15:00.000,80,283,80,30
2022-12-15 05:30:00.000,105,301.5,80,30
2022-12-15 05:45:00.000,104,315.75,80,30
2022-12-15 06:00:00.000,112,409,80,30
2022-12-15 06:15:00.000,118,193.5,80,30
2022-12-15 06:30:00.000,130,192,80,30
2022-12-15 06:45:00.000,136,207,80,30
2022-12-15 07:00:00.000,161,411.25,80,30
2022-12-15 07:15:00.000,194,284,80,30
2022-12-15 07:30:00.000,205,289.5,80,30
2022-12-15 07:45:00.000,229,213,80,30
2022-12-15 08:00:00.000,247,243.25,80,30
2022-12-15 08:15:00.000,283,429.25,80,30
2022-12-15 08:30:00.000,321,363.5,80,30
2022-12-15 08:45:00.000,347,331.75,80,30
2022-12-15 09:00:00.000,404,464.25,80,30
2022-12-15 09:15:00.000,467,366.75,80,30
2022-12-15 09:30:00.000,542,361.5,80,30
2022-12-15 09:45:00.000,560,511.75,80,30
2022-12-15 10:00:00.000,593,457.75,80,30
2022-12-15 10:15:00.000,614,453.25,80,30
2022-12-15 10:30:00.000,651,424.25,80,30
2022-12-15 10:45:00.000,645,456.5,80,30
2022-12-15 11:00:00.000,639,445.25,80,30
2022-12-15 11:15:00.000,632,366.25,80,30
2022-12-15 11:30:00.000,632,415,80,30
2022-12-15 11:45:00.000,611,416.25,80,30
2022-12-15 12:00:00.000,600,419,80,30
2022-12-15 12:15:00.000,594,399,80,30
2022-12-15 12:30:00.000,586,452.75,80,30
2022-12-15 12:45:00.000,564,388,80,30
2022-12-15 13:00:00.000,556,352.75,80,30
2022-12-15 13:15:00.000,551,463.25,80,30
2022-12-15 13:30:00.000,560,491.75,80,30
2022-12-15 13:45:00.000,552,484,80,30
2022-12-15 14:00:00.000,571,485.75,80,30
2022-12-15 14:15:00.000,576,542,80,30
2022-12-15 14:30:00.000,572,469,80,30
2022-12-15 14:45:00.000,543,473.75,80,30
2022-12-15 15:00:00.000,519,501.75,80,30
2022-12-15 15:15:00.000,510,503.75,80,30
2022-12-15 15:30:00.000,505,531.5,80,30
2022-12-15 15:45:00.000,486,450.25,80,30
2022-12-15 16:00:00.000,458,436.75,80,30
2022-12-15 16:15:00.000,449,473.75,80,30
2022-12-15 16:30:00.000,428,476.75,80,30
2022-12-15 16:45:00.000,398,431.25,80,30
2022-12-15 17:00:00.000,373,435.75,80,30
2022-12-15 17:15:00.000,328,522.5,80,30
2022-12-15 17:30:00.000,286,416.25,80,30
2022-12-15 17:45:00.000,264,384.25,80,30
2022-12-15 18:00:00.000,245,630,80,30
2022-12-15 18:15:00.000,192,590,80,30
2022-12-15 18:30:00.000,163,782.25,80,30
2022-12-15 18:45:00.000,143,280,80,30
2022-12-15 19:00:00.000,131,454.25,80,30
2022-12-15 19:15:00.000,111,290,80,30
2022-12-15 19:30:00.000,112,380.75,80,30
2022-12-15 19:45:00.000,89,236.25,80,30
2022-12-15 20:00:00.000,95,275,80,30
2022-12-15 20:15:00.000,71,365.25,80,30
2022-12-15 20:30:00.000,73,217,80,30
2022-12-15 20:45:00.000,56,245,80,30
2022-12-15 21:00:00.000,61,240.75,80,30
2022-12-15 21:15:00.000,52,232.25,80,30
2022-12-15 21:30:00.000,43,222.5,80,30
2022-12-15 21:45:00.000,49,196.25,80,30
2022-12-15 22:00:00.000,37,186.75,80,30
2022-12-15 22:15:00.000,32,192,80,30
2022-12-15 22:30:00.000,27,192.75,80,30
2022-12-15 22:45:00.000,20,198.5,80,30
2022-12-15 23:00:00.000,25,195.25,80,30
2022-12-15 23:15:00.000,15,213.5,80,30
2022-12-15 23:30:00.000,21,271.75,80,30
2022-12-15 23:45:00.000,14,248,80,30
2022-12-16 00:00:00.000,12,201,80,30
2022-12-16 00:15:00.000,13,206.75,80,30
2022-12-16 00:30:00.000,10,124.75,80,30
2022-12-16 00:45:00.000,10,171.5,80,30
2022-12-16 01:00:00.000,9,185.75,80,30
2022-12-16 01:15:00.000,14,209.5,80,30
2022-12-16 01:30:00.000,9,208.5,80,30
2022-12-16 01:45:00.000,13,189,80,30
2022-12-16 02:00:00.000,17,186.25,80,30
2022-12-16 02:15:00.000,20,266.75,80,30
2022-12-16 02:30:00.000,21,243.75,80,30
2022-12-16 02:45:00.000,24,251.5,80,30
2022-12-16 03:00:00.000,30,220.25,80,30
2022-12-16 03:15:00.000,35,237,80,30
2022-12-16 03:30:00.000,33,167.25,80,30
2022-12-16 03:45:00.000,41,162,80,30
2022-12-16 04:00:00.000,53,184,80,30
2022-12-16 04:15:00.000,52,251.75,80,30
2022-12-16 04:30:00.000,62,205.5,80,30
2022-12-16 04:45:00.000,59,219.25,80,30
2022-12-16 05:00:00.000,77,296.5,80,30
2022-12-16 05:15:00.000,82,302.75,80,30
2022-12-16 05:30:00.000,93,193.75,80,30
2022-12-16 05:45:00.000,90,321.25,80,30
2022-12-16 06:00:00.000,115,334,80,30
2022-12-16 06:15:00.000,116,204,80,30
2022-12-16 06:30:00.000,128,345.5,80,30
2022-12-16 06:45:00.000,130,452.75,80,30
2022-12-16 07:00:00.000,167,331.5,80,30
2022-12-16 07:15:00.000,191,212.25,80,30
2022-12-16 07:30:00.000,199,570.25,80,30
2022-12-16 07:45:00.000,211,555.25,80,30
2022-12-16 08:00:00.000,254,345.25,80,30
2022-12-16 08:15:00.000,280,307.75,80,30
2022-12-16 08:30:00.000,322,379.5,80,30
2022-12-16 08:45:00.000,371,361,80,30
2022-12-16 09:00:00.000,459,374.75,80,30
2022-12-16 09:15:00.000,492,387.25,80,30
2022-12-16 09:30:00.000,552,458,80,30
2022-12-16 09:45:00.000,569,444.25,80,30
2022-12-16 10:00:00.000,580,501,80,30
2022-12-16 10:15:00.000,600,464.5,80,30
2022-12-16 10:30:00.000,623,419.75,80,30
2022-12-16 10:45:00.000,626,413.25,80,30
2022-12-16 11:00:00.000,623,404,80,30
2022-12-16 11:15:00.000,607,386.75,80,30
2022-12-16 11:30:00.000,589,498,80,30
2022-12-16 11:45:00.000,580,506.75,80,30
2022-12-16 12:00:00.000,584,478.75,80,30
2022-12-16 12:15:00.000,574,476.25,80,30
2022-12-16 12:30:00.000,583,392.25,80,30
2022-12-16 12:45:00.000,559,394,80,30
2022-12-16 13:00:00.000,554,369.5,80,30
2022-12-16 13:15:00.000,562,447.25,80,30
2022-12-16 13:30:00.000,562,415,80,30
2022-12-16 13:45:00.000,560,335.75,80,30
2022-12-16 14:00:00.000,557,371,80,30
2022-12-16 14:15:00.000,548,398.75,80,30
2022-12-16 14:30:00.000,552,435.5,80,30
2022-12-16 14:45:00.000,528,466,80,30
2022-12-16 15:00:00.000,544,419.75,80,30
2022-12-16 15:15:00.000,516,468.5,80,30
2022-12-16 15:30:00.000,497,430,80,30
2022-12-16 15:45:00.000,473,463.25,80,30
2022-12-16 16:00:00.000,465,404.75,80,30
2022-12-16 16:15:00.000,439,341.75,80,30
2022-12-16 16:30:00.000,429,456.5,80,30
2022-12-16 16:45:00.000,386,421.5,80,30
2022-12-16 17:00:00.000,367,458,80,30
2022-12-16 17:15:00.000,306,562.5,80,30
2022-12-16 17:30:00.000,268,423.25,80,30
2022-12-16 17:45:00.000,247,389.75,80,30
2022-12-16 18:00:00.000,222,349.75,80,30
2022-12-16 18:15:00.000,181,226.25,80,30
2022-12-16 18:30:00.000,161,288.75,80,30
2022-12-16 18:45:00.000,141,416.75,80,30
2022-12-16 19:00:00.000,121,233,80,30
2022-12-16 19:15:00.000,95,323.75,80,30
2022-12-16 19:30:00.000,89,312.5,80,30
2022-12-16 19:45:00.000,90,246.5,80,30
2022-12-16 20:00:00.000,73,236.75,80,30
2022-12-16 20:15:00.000,64,223,80,30
2022-12-16 20:30:00.000,56,231.75,80,30
2022-12-16 20:45:00.000,55,220.25,80,30
2022-12-16 21:00:00.000,46,244.75,80,30
2022-12-16 21:15:00.000,43,221,80,30
2022-12-16 21:30:00.000,38,231.5,80,30
2022-12-16 21:45:00.000,33,208.75,80,30
2022-12-16 22:00:00.000,33,238.25,80,30
2022-12-16 22:15:00.000,31,225.25,80,30
2022-12-16 22:30:00.000,24,257.75,80,30
2022-12-16 22:45:00.000,18,183,80,30
2022-12-16 23:00:00.000,19,199.25,80,30
2022-12-16 23:15:00.000,15,144.75,80,30
2022-12-16 23:30:00.000,11,340.75,80,30
2022-12-16 23:45:00.000,11,254.5,80,30
2022-12-17 00:00:00.000,9,224.75,80,30
2022-12-17 00:15:00.000,6,175.25,80,30
2022-12-17 00:30:00.000,6,362.25,80,30
2022-12-17 00:45:00.000,7,209.5,80,30
2022-12-17 01:00:00.000,4,209.75,80,30
2022-12-17 01:15:00.000,6,147.5,80,30
2022-12-17 01:30:00.000,6,181.75,80,30
2022-12-17 01:45:00.000,9,194,80,30
2022-12-17 02:00:00.000,9,227,80,30
2022-12-17 02:15:00.000,8,184.25,80,30
2022-12-17 02:30:00.000,6,75.5,80,30
2022-12-17 02:45:00.000,8,209.25,80,30
2022-12-17 03:00:00.000,11,172.75,80,30
2022-12-17 03:15:00.000,10,201.25,80,30
2022-12-17 03:30:00.000,12,181,80,30
2022-12-17 03:45:00.000,11,150,80,30
2022-12-17 04:00:00.000,19,160,80,30
2022-12-17 04:15:00.000,19,150.75,80,30
2022-12-17 04:30:00.000,20,161.25,80,30
2022-12-17 04:45:00.000,20,162.25,80,30
2022-12-17 05:00:00.000,25,193.75,80,30
2022-12-17 05:15:00.000,29,161.75,80,30
2022-12-17 05:30:00.000,28,158.5,80,30
2022-12-17 05:45:00.000,31,189.75,80,30
2022-12-17 06:00:00.000,39,183.5,80,30
2022-12-17 06:15:00.000,38,193.25,80,30
2022-12-17 06:30:00.000,39,185,80,30
2022-12-17 06:45:00.000,42,202.25,80,30
2022-12-17 07:00:00.000,45,200,80,30
2022-12-17 07:15:00.000,50,188.75,80,30
2022-12-17 07:30:00.000,54,198.5,80,30
2022-12-17 07:45:00.000,59,222,80,30
2022-12-17 08:00:00.000,72,202.75,80,30
2022-12-17 08:15:00.000,79,207.75,80,30
2022-12-17 08:30:00.000,82,209.25,80,30
2022-12-17 08:45:00.000,85,195.75,80,30
2022-12-17 09:00:00.000,95,206.5,80,30
2022-12-17 09:15:00.000,104,204.25,80,30
2022-12-17 09:30:00.000,118,195.25,80,30
2022-12-17 09:45:00.000,127,213.25,80,30
2022-12-17 10:00:00.000,132,198,80,30
2022-12-17 10:15:00.000,135,206.75,80,30
2022-12-17 10:30:00.000,141,199.75,80,30
2022-12-17 10:45:00.000,140,221.25,80,30
2022-12-17 11:00:00.000,140,218.25,80,30
2022-12-17 11:15:00.000,143,217.5,80,30
2022-12-17 11:30:00.000,142,209,80,30
2022-12-17 11:45:00.000,139,210,80,30
2022-12-17 12:00:00.000,136,223.25,80,30
2022-12-17 12:15:00.000,132,210,80,30
2022-12-17 12:30:00.000,134,206.75,80,30
2022-12-17 12:45:00.000,126,203,80,30
2022-12-17 13:00:00.000,125,196.25,80,30
2022-12-17 13:15:00.000,120,210.75,80,30
2022-12-17 13:30:00.000,119,203.5,80,30
2022-12-17 13:45:00.000,110,224.5,80,30
2022-12-17 14:00:00.000,109,219,80,30
2022-12-17 14:15:00.000,108,230,80,30
2022-12-17 14:30:00.000,98,219.5,80,30
2022-12-17 14:45:00.000,98,221.75,80,30
2022-12-17 15:00:00.000,95,202.5,80,30
2022-12-17 15:15:00.000,94,221.75,80,30
2022-12-17 15:30:00.000,96,209.5,80,30
2022-12-17 15:45:00.000,90,202.25,80,30
2022-12-17 16:00:00.000,87,187.75,80,30
2022-12-17 16:15:00.000,83,203.5,80,30
2022-12-17 16:30:00.000,79,212.75,80,30
2022-12-17 16:45:00.000,79,213.5,80,30
2022-12-17 17:00:00.000,68,200,80,30
2022-12-17 17:15:00.000,65,192.75,80,30
2022-12-17 17:30:00.000,60,209.25,80,30
2022-12-17 17:45:00.000,54,198.75,80,30
2022-12-17 18:00:00.000,54,201.5,80,30
2022-12-17 18:15:00.000,56,189.5,80,30
2022-12-17 18:30:00.000,54,203.25,80,30
2022-12-17 18:45:00.000,45,195.75,80,30
2022-12-17 19:00:00.000,45,219.5,80,30
2022-12-17 19:15:00.000,37,189.25,80,30
2022-12-17 19:30:00.000,40,189.5,80,30
2022-12-17 19:45:00.000,33,177.25,80,30
2022-12-17 20:00:00.000,37,195,80,30
2022-12-17 20:15:00.000,30,211.25,80,30
2022-12-17 20:30:00.000,33,231,80,30
2022-12-17 20:45:00.000,26,217.75,80,30
2022-12-17 21:00:00.000,29,219,80,30
2022-12-17 21:15:00.000,25,179,80,30
2022-12-17 21:30:00.000,19,305.75,80,30
2022-12-17 21:45:00.000,20,184.25,80,30
2022-12-17 22:00:00.000,18,160,80,30
2022-12-17 22:15:00.000,16,176.25,80,30
2022-12-17 22:30:00.000,17,204.75,80,30
2022-12-17 22:45:00.000,14,175.25,80,30
2022-12-17 23:00:00.000,8,158.75,80,30
2022-12-17 23:15:00.000,11,123.75,80,30
2022-12-17 23:30:00.000,9,254.75,80,30
2022-12-17 23:45:00.000,8,191.25,80,30
2022-12-18 00:00:00.000,8,275.25,80,30
2022-12-18 00:15:00.000,7,247,80,30
2022-12-18 00:30:00.000,5,104.75,80,30
2022-12-18 00:45:00.000,6,217.5,80,30
2022-12-18 01:00:00.000,3,97.75,80,30
2022-12-18 01:15:00.000,4,91.5,80,30
2022-12-18 01:30:00.000,6,211.75,80,30
2022-12-18 01:45:00.000,6,101.5,80,30
2022-12-18 02:00:00.000,3,225,80,30
2022-12-18 02:15:00.000,6,197,80,30
2022-12-18 02:30:00.000,7,309.25,80,30
2022-12-18 02:45:00.000,6,207.25,80,30
2022-12-18 03:00:00.000,6,309.25,80,30
2022-12-18 03:15:00.000,6,167,80,30
2022-12-18 03:30:00.000,6,137.25,80,30
2022-12-18 03:45:00.000,5,158.25,80,30
2022-12-18 04:00:00.000,9,136.75,80,30
2022-12-18 04:15:00.000,10,137.5,80,30
2022-12-18 04:30:00.000,10,117,80,30
2022-12-18 04:45:00.000,11,148.25,80,30
2022-12-18 05:00:00.000,14,80.75,80,30
2022-12-18 05:15:00.000,12,135.25,80,30
2022-12-18 05:30:00.000,15,131.5,80,30
2022-12-18 05:45:00.000,13,142.25,80,30
2022-12-18 06:00:00.000,15,127.25,80,30
2022-12-18 06:15:00.000,22,179.25,80,30
2022-12-18 06:30:00.000,20,180,80,30
2022-12-18 06:45:00.000,22,173.5,80,30
2022-12-18 07:00:00.000,24,165.25,80,30
2022-12-18 07:15:00.000,29,145,80,30
2022-12-18 07:30:00.000,33,178.75,80,30
2022-12-18 07:45:00.000,32,178.5,80,30
2022-12-18 08:00:00.000,38,177.5,80,30
2022-12-18 08:15:00.000,37,185.25,80,30
2022-12-18 08:30:00.000,41,200.25,80,30
2022-12-18 08:45:00.000,45,199.5,80,30
2022-12-18 09:00:00.000,52,192.75,80,30
2022-12-18 09:15:00.000,61,193.25,80,30
2022-12-18 09:30:00.000,66,188.25,80,30
2022-12-18 09:45:00.000,65,183.25,80,30
2022-12-18 10:00:00.000,67,179,80,30
2022-12-18 10:15:00.000,74,194.5,80,30
2022-12-18 10:30:00.000,74,183.75,80,30
2022-12-18 10:45:00.000,81,188,80,30
2022-12-18 11:00:00.000,79,185.5,80,30
2022-12-18 11:15:00.000,81,195.5,80,30
2022-12-18 11:30:00.000,88,212.75,80,30
2022-12-18 11:45:00.000,78,195,80,30
2022-12-18 12:00:00.000,80,187.25,80,30
2022-12-18 12:15:00.000,78,197.75,80,30
2022-12-18 12:30:00.000,82,195.5,80,30
2022-12-18 12:45:00.000,75,203,80,30
2022-12-18 13:00:00.000,75,219.5,80,30
2022-12-18 13:15:00.000,74,189.75,80,30
2022-12-18 13:30:00.000,72,194.75,80,30
2022-12-18 13:45:00.000,72,201.75,80,30
2022-12-18 14:00:00.000,70,162.5,80,30
2022-12-18 14:15:00.000,68,165,80,30
2022-12-18 14:30:00.000,68,171.5,80,30
2022-12-18 14:45:00.000,67,196,80,30
2022-12-18 15:00:00.000,67,194.25,80,30
2022-12-18 15:15:00.000,65,230.25,80,30
2022-12-18 15:30:00.000,60,188.5,80,30
2022-12-18 15:45:00.000,64,204.5,80,30
2022-12-18 16:00:00.000,56,177.25,80,30
2022-12-18 16:15:00.000,57,179.5,80,30
2022-12-18 16:30:00.000,61,196.25,80,30
2022-12-18 16:45:00.000,55,188,80,30
2022-12-18 17:00:00.000,55,184.75,80,30
2022-12-18 17:15:00.000,52,186.25,80,30
2022-12-18 17:30:00.000,52,182.5,80,30
2022-12-18 17:45:00.000,52,194.5,80,30
2022-12-18 18:00:00.000,46,194.5,80,30
2022-12-18 18:15:00.000,45,182.25,80,30
2022-12-18 18:30:00.000,45,193.25,80,30
2022-12-18 18:45:00.000,43,180.75,80,30
2022-12-18 19:00:00.000,41,177,80,30
2022-12-18 19:15:00.000,36,179.5,80,30
